WSID,Water System Name,History of E. coli Presence,Increasing Presence of Water Quality Trends Toward MCL,Treatment Technique Violations,Past Presence on the HR2W List,Maximum Duration of High Potential Exposure (HPE),Percentage of Sources Exceeding an MCL,Number of Water Sources ,Presence of Interties,Water Source Types,DWR – Drought & Water Shortage Risk Assessment Results,Critically Overdrafted Groundwater Basin,Percent of Median Household Income (%MHI),Extreme Water Bill,Percent Shutoffs,Number of Service Connections,Operator Certification Violations,Monitoring and Reporting Violations,Significant Deficiencies,Extensive Treatment Installed,Final At-Risk List
CA1000042,FCWWD #40 / SHAVER SPRINGS,0,0.5,0,0.5,1,1,0,1,0,0.25,0,0,0,0,1,0,0,0,0,HR2W
CA1000053,LANARE COMMUNITY SERVICES DIST,0,0.5,0,0.5,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,HR2W
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,0,0,0,0,1,0,1,0,0.5,0,0, ,0,0,1,0,0,0,0,HR2W
CA1000056,MEADOW LAKES CLUB,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,0,1,0,0.5,0.25,1,1,1,1,0,1,0.75,0,1,1,0,0,0,0,HR2W
CA1000063,NEW AUBERRY WATER ASSOCIATION,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1000075,TRACT 1199 WATER SYSTEM,0,0,0,0,0,0,1,1,1,0,1,1,0, ,1,0,1,0,0,At-Risk
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA1000104,CENTERVILLE SCHOOL,0,0,0,0, ,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,At-Risk
CA1000105,MADISON ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000111,PINE RIDGE SCHOOL,0,0,0,0, ,0,1,1,1,1,0, ,0,0,1,0,0,0,0,At-Risk
CA1000180,ALTA ELEMENTARY SCHOOL,0,0,0,0.5, ,1,1,1,1,0,1, , ,0,1,0,0,0,0,HR2W
CA1000181,ALVINA SCHOOL,0,0,0,0, ,1,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000182,BURREL UNION ELEMENTARY SCHOOL,0,0.25,0,0, ,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,At-Risk
CA1000184,DUNLAP K-8 SCHOOL,0,0,0,0, ,0,1,1,1,0.25,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA1000185,GREAT WESTERN ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA1000186,HELM SCHOOL,0,0.25,0,0,0,0,1,1,1,1,1, ,0,0,1,0,0,0,0,At-Risk
CA1000187,INDIANOLA SCHOOL,0,0,0,0.5, ,1,1,1,1,0.25,1, ,0,0,1,0,0,0,0,HR2W
CA1000189,LATON HIGH SCHOOL,0,0,0,0, ,0,0,0,0,0,1, , ,0,1,0,0,0,0,Not At-Risk
CA1000190,LONE STAR SCHOOL,0,0,0,0, ,0,1,1,1,1,1, ,0,0,1,0,0,0,0,At-Risk
CA1000192,MONROE SCHOOL,0,0,0,0, ,1,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000193,NAVELENCIA SCHOOL,0,1,0,0, ,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0.25,1, , ,0,1,0,0,0,0,At-Risk
CA1000196,RIVERVIEW SCHOOL,0,0,0,0.5, ,1,1,1,1,0,1, , ,0,1,0,0,0,0,HR2W
CA1000198,TERRY SCHOOL,0,0,0,0, ,0,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000199,FOWLER CARE CENTER,0,0,0,0.5,0.5,1,1,1,1,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000200,RUBYS VALLEY CARE HOME,0,0,0,0,0,0,1,1,1,1,1,0, ,0,1,0,0,0,0,At-Risk
CA1000201,SUN EMPIRE SCHOOL,0,0,0,0, ,0,1,1,1,1,1, , ,0,1,0,0,0,0,At-Risk
CA1000204,AMERICAN UNION SCHOOL,0,1,0,0, ,1,1,1,1,0.25,1, ,0,0,1,0,0,0,0,HR2W
CA1000206,HOUGHTON-KEARNEY SCHOOL,0,0,0,0.5, ,1,1,1,1,0.25,1, ,0,0,1,0,0,0,0,HR2W
CA1000208,ROOSEVELT ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0.25,1, ,0,0,1,0,0,0,0,At-Risk
CA1000213,HARRIS FARMS/HORSE BARN,0,0.25,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,At-Risk
CA1000217,CENTRAL HIGH SCHOOL WEST,0,0,0,0, ,0,1,1,1,0.25,1, ,0,0,1,0,0,0,0,At-Risk
CA1000221,EASTON AUTHORITY JPA,1,0.5,0,0, ,0,0,1,0,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1000229,GREEN ACRES MOBILE HOME ESTATE,0,0,0,0,0.25,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1000238,CAMDEN TRAILER PARK,0,0,0,0,1,1,1,1,1,1,1,0, ,0,1,0,1,0,0,At-Risk
CA1000244,SHADY LAKES MOBILE HOME PARK,0,0,0,0,0.5,0,1,1,1,0.25,1,0, ,0,1,0,1,0,0,At-Risk
CA1000247,SHERWOOD FOREST MHP,0,0,0,0,0.25,0,1,1,1,0.25,1,0, ,0,1,0,1,0,0,At-Risk
CA1000257,MT ARARAT MOBILE HOME PARK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1000259,NEW HORIZONS MOBILE/RV PARK,0,0.5,0,0,0,0,1,1,1,0.25,1,0, ,0,1,0,1,0,0,At-Risk
CA1000260,SANDY CREEK VILLAGE MHP,0,0,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA1000265,MARY LOU MOBILE HOME PARK,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1000267,KINGS CANYON MOBILE HOME PARK,0,1,0,0,0.25,1,0,1,0,0.25,0,0, ,0,1,0,1,0,0,At-Risk
CA1000277,ELM COURT,0,0,0,0,1,0,1,1,1,0,1,0, ,0,1,0,1,0,0,At-Risk
CA1000280,SIERRA HIGH SCHOOL,0,0,0,0, ,0,0,1,0,1,0, ,0,0,1,0,1,0,0,Potentially At-Risk
CA1000295,KINGS PARK APARTMENTS,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,At-Risk
CA1000298,WOODWARD BLUFFS MHP,0,0,0,0,0.25,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA1000299,THREE PALMS MOBILEHOME PARK,0,1,0,0.5,0.5,1,1,1,1,0,1,0,0,0,1,0,1,1,0,HR2W
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,1,1, , ,0,1,0,0,0,0,At-Risk
CA1000316,KINGS CANYON HIGH SCHOOL,0,0,0,0, ,1,1,1,1,1,1, , ,0,1,0,0,0,0,HR2W
CA1000324,MANNING GARDENS CARE CENTER INC,0,0.5,0,0,0.25,0,1,1,1,0,1, , ,0,1,0,0,0,0,At-Risk
CA1000345,PANOCHE WATER DISTRICT,0,0,0,0.5,0.5,0,1,1,1,0,0,0,0,0,1,0,1,0,1,HR2W
CA1000359,FCSA #32/CANTUA CREEK,0,0.5,0,0,1,0,1,1,1,0.25,1,1,0,0,1,0,0,0,1,HR2W
CA1000366,SUNNYSIDE CONVALESCENT HOSP,0,0,0,0,0.25,0,1,1,1,0,1, ,0,0,1,0,1,0,0,At-Risk
CA1000367,SELMA HIGH SCHOOL,0,0,0,0, ,0,0,0,0,0,1, ,0,0,1,0,0,0,0,Not At-Risk
CA1000369,ZONNEVELD DAIRY - CEDAR,0,1,0,0,1,1,1,1,1,0.25,1,0,0,0,1,0,0,0,0,At-Risk
CA1000377,ST NICHOLAS RANCH & RETREAT,0,0.5,0,0.5,1,0,0,1,0,0,0, , ,0,1,0,1,0,0,At-Risk
CA1000378,SUNSET WEST COMMUNITY LLC,0,0.5,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA1000405,PIEDRA PARK ASSOCIATION,0,0,0,0,0,0,1,1,1,0.25,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA1000407,GEORGE COX WATER SYSTEM,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,HR2W
CA1000426,RIVERBEND MOBILE HOME & RV PARK,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Not At-Risk
CA1000430,DYCORA TRANSITIONAL LIVING,0,0,0,0,0,0,1,1,1,0.25,1,0, ,0,1,0,1,0,0,At-Risk
CA1000445,LINDA VISTA FARMS,0,0,0,0.5,1,1,1,1,1,1,0,0, ,0,1,0,0,0,0,HR2W
CA1000471,FCSA #39 A&B,0,0,0,0,1,0,1,0,0.5,0,1,0.75,0,0,1,0,0,0,0,At-Risk
CA1000472,PG&E HELMS SUPPORT FACILITY,0,0,0,0,0.5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,At-Risk
CA1000476,FOOTHILL ELEMENTARY SCHOOL,0,0,0,0, ,0,0,1,0,1,0, , ,0,1,0,1,0,0,Potentially At-Risk
CA1000484,FCSA #34/ MILLERTON NEW TOWN,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,HR2W
CA1000546,FCSA #49/ FIVE POINTS,0,0.5,0,0,1,0,1,1,1,0,1,0.75,0,0,1,0,1,0,1,HR2W
CA1000550,FCSA #44D/MONTE VERDI,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA1000551,FCSA #43/RAISIN CITY,0,0,0,0,0.25,0,1,1,1,0.25,1,0.75,0,0,1,0,0,0,0,At-Risk
CA1000554,FCSA #10A/MANSIONETTE ESTATES,0,1,0,0.5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,HR2W
CA1000555,FCSA #44C/RIVERVIEW ESTATES,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA1000570,JUVENILE JUSTICE CAMPUS,0,0,0,0,0.25,1,0,1,0,0,1, , ,0,1,0,0,0,0,At-Risk
CA1000577,DUNLAP LEADERSHIP ACADEMY,0,0.5,0,0, ,1,1,1,1,1,0, , ,0,1,0,0,0,0,HR2W
CA1000585,MURRIETA/HERNANDEZ FARMS,0,0,0,0,0.5,0,1,1,1,1,1, , ,0,1,0,0,0,0,At-Risk
CA1000627,ZONNEVELD DAIRY - CERINI,0,1,0,0,1,1,1,1,1,0.25,1, ,0,0,1,0,0,0,0,At-Risk
CA1009020,FIVE POINTS RANCH,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1009023,BRITZ/COLUSA,0,0,0,0,1,0,1,1,1,0,1,0, ,0,1,0,0,0,1,At-Risk
CA1009027,HARRIS FARMS HEADQUARTERS,0,0,0,0,1,0,1,1,1,0.25,1,0, ,0,1,0,0,0,1,At-Risk
CA1009028,HARRIS FARMS SOUTH #101-144,0,0,0,0,1,0,1,1,1,1,1,0, ,0,1,0,0,0,1,At-Risk
CA1009039,PAPPAS & CO (MENDOTA),0,0,0,0,1,0,1,1,1,0.25,1,0, ,0,1,0,0,0,1,HR2W
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",0,0.5,0,0,1,1,1,1,1,0.25,1,0,0,0,1,0,0,0,0,HR2W
CA1009078,HARRIS FEEDING COMPANY,0,0.25,0,0,1,0,1,1,1,0,1,0, ,0,1,0,0,0,1,At-Risk
CA1009111,SCE/BIG CREEK POWERHOUSE #1,0,0,0,0,0,0,1,1,1,1,0,0, ,0,1,0,0,0,1,At-Risk
CA1009120,RAU DAIRY,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,At-Risk
CA1009147,FARMING D,0,0,0,0,0.5,0,1,1,1,0,1,0, ,0,1,0,0,0,1,HR2W
CA1009179,BRITZ/FIVE POINT SYSTEM,0,0,0,0,0.25,0,1,1,1,0,0,0, ,0,1,0,0,0,1,Potentially At-Risk
CA1009214,WESTSIDE HARVESTING,0,0.25,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,At-Risk
CA1009222,TERRA LINDA FARMS,0,0,0,0,1,0,1,1,1,0.25,1,0,0,0,1,0,0,0,1,At-Risk
CA1009232,SUMNER PECK RANCH,0,0,0,0,1,0,1,1,1,0.25,1, ,0,0,1,0,0,0,1,At-Risk
CA1010001,BAKMAN WATER COMPANY,0,1,0,0.5,0.5,1,0,1,0, ,1,0,0,0,0,0,0,0,1,At-Risk
CA1010005,FIREBAUGH CITY,0,0.5,0,0,0.25,1,0,1,0,0,1,0,0, ,0,0,0,0,0,Potentially At-Risk
CA1010006,CITY OF FOWLER,0,0.25,0,0.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,HR2W
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",0,0.25,0,0,0,0,0,1,0,0,0, , ,0,1,0,0,0,1,Not At-Risk
CA1010017,FCWWD #41/SHAVER LAKE,0,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1010020,LATON COMMUNITY SERVICES DISTRICT,0,0,0,0,1,0,0,1,0,0,0,0.75,0,1,1,0,0,0,0,Potentially At-Risk
CA1010021,"MENDOTA, CITY OF",0,0,0,0,0.5,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA1010023,CITY OF ORANGE COVE,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,At-Risk
CA1010025,CITY OF PARLIER,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,HR2W
CA1010026,PINEDALE COUNTY WATER DISTRICT,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,0,0.5,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,At-Risk
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,0,0.5,0,0,0.5,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA1010034,"SAN JOAQUIN, CITY OF",0,0.25,0,0,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0,0,Not At-Risk
CA1010035,DEL REY COMMUNITY SERV DIST,0,0.5,0,0.5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,HR2W
CA1010039,CARUTHERS COMM SERV DIST,0,0.5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,HR2W
CA1010042,MALAGA COUNTY WATER DISTRICT,0,0,0,0,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Not At-Risk
CA1010044,"HURON, CITY OF",0,0,1,0,1,0,1,1,1,0,1,0.75,0,1,0,0,0,0,1,HR2W
CA1010049,BIOLA COMMUNITY SERVICES DIST,0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1010051,FCWWD #18/FRIANT,0,0,0,0,0.25,0,1,1,1,0,1,0,0,0,1,0,0,0,1,At-Risk
CA1010052,SIERRA CEDARS CSD,0,0.25,0,0,0.5,0,0,1,0,0,0,0, ,0,1,0,0,0,0,Not At-Risk
CA1010053,SHAVER LAKE HEIGHTS MWC,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA1010055,FCSA #47/QUAIL LAKE ESTATES,0,0,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1010062,FCWWD #18/MIRA BELLA,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,0,1,0,0,1,0,0,0,0,0,1, ,0,0,1,0,0,0,0,At-Risk
CA1010501,NPS-GRANT GROVE,0,0,0,0,0.25,0,0,1,0,0.25,0, , ,0,1,0,0,0,0,Not At-Risk
CA1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA1100104,WILLOW CREEK CHRISTIAN SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA1100203,ARTOIS COMMUNITY S.D.,0,0,0,0,0.5,0,0,1,0,0,1,0.75,0,0,1,0,0,0,0,Potentially At-Risk
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,0,1,0,0,0.25,0,1,1,1,0,1,0,0,0,1,0,0,0,0,At-Risk
CA1100254,VOYLES TRAILER PARK,0,0,0,0,0,0,1,1,1,1,1, , ,0,1,0,1,0,0,At-Risk
CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,Potentially At-Risk
CA1100405,BLACK BUTTE MOBILE H.P.,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1100413,COUNTRY LEISURE MOBILE ESTATES,0,0,0,0,0,0,1,1,1,0.25,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1100436,ORLAND OAKS MHP,0,0,0,0,0.5,0,1,1,1,1,1,0,0,0,1,0,0,0,0,At-Risk
CA1100440,LAKE ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA1100444,ORLAND ESTATES MOBILE H.P.,0,0,0,0,0,0,0,1,0,0,1,0, ,0,1,0,0,0,0,Not At-Risk
CA1100445,ORLAND MOBILE H.P.,0,0,0,0,0.25,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1100448,PLAZA ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA1100452,SHADY OAKS TRAILER PARK,0,0,0,0,0,0,1,1,1,0,1,0, ,0,1,0,0,0,0,Potentially At-Risk
CA1100527,CAPAY JOINT UNION ELEM. SCHOOL,0,0,0,0, ,0,1,1,1, ,0, ,0,0,1,0,0,0,0,Potentially At-Risk
CA1100616,ELK CREEK COMMUNITY S.D.,0,0,0,0,0.25,0,1,1,1,1,0,0,0,0,1,1,0,0,1,At-Risk
CA1100711,BUTTE CITY COMMUNITY S.D.,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,Potentially At-Risk
CA1100749,RIVER VALLEY CHRISTIAN SCHOOL,0,0,0,0, ,0,1,1,1, ,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA1110001,CITY OF ORLAND,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0,0,Not At-Risk
CA1200501,ALDERPOINT COUNTY WATER,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,At-Risk
CA1200518,RIVERSIDE CSD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Not At-Risk
CA1200522,WHITETHORN ELEMENTARY SCHOOL,0,0,1,0, ,0,1,1,1,1,0, , ,0,1,1,0,0,1,At-Risk
CA1200538,MYERS FLAT M.W.S. INC.,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA1200541,PHILLIPSVILLE C.S.D.,0,0.25,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Not At-Risk
CA1200544,REDCREST WATER WORKS,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA1200546,CASTERLIN SCHOOL,0,0,1,0, ,0,1,1,1,1,0, ,0,0,1,1,0,0,0,At-Risk
CA1200547,MILL CREEK M.W.C.,0,0,0,0,0.25,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA1200553,WEOTT C.S.D.,0,0,0,0,0,0,1,1,1,0.25,0,1,0,0,1,0,0,0,1,At-Risk
CA1200566,ORLEANS MUTUAL WATER CO.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,At-Risk
CA1200587,BRICELAND C.S.D.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,At-Risk
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0,1,0,0,0,1,Not At-Risk
CA1200590,MOONSTONE HEIGHTS MWA,0,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1200591,BIG LAGOON PARK WATER CO.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1200592,BIG LAGOON CSD,0,0,0,0,0.25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Not At-Risk
CA1200643,BEACH CREEK MOBILE HOME PARK,0,0,0,0,0,0,1,1,1,0,0,0, ,0,1,0,0,0,1,Potentially At-Risk
CA1200671,BENBOW-DEL ORO W.C.,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,At-Risk
CA1200681,CUDDEBACK GRAMMAR SCHOOL,0,0,0,0, ,0,1,1,1,0,0, , ,0,1,0,0,0,0,Potentially At-Risk
CA1200684,MATTOLE ELEMENTARY SCHOOL,0,0,0,0, ,0,0,1,0,0,0, , ,0,1,0,0,0,0,Not At-Risk
CA1200687,RIVERBEND MOBILE HOME PARK,1,0,0,0,0,0,1,1,1,0.25,0,0,0,0,1,0,0,1,0,At-Risk
CA1200701,ORICK C.S.D.,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA1200706,TRINIDAD EXTENDED STAY RV,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA1200707,MIRANDA C.S.D.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,0,0,0,0,0.25,0,0,1,0,0.25,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1200718,WADDINGTON W.W.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Potentially At-Risk
CA1200729,ORLEANS C.S.D.,0,0,0,0,0.25,0,1,1,1,0,0,0,0,0,1,0,0,0,1,HR2W
CA1200778,BRIDGEVILLE ELEM. SCHOOL,0,0,0,0, ,0,1,1,1,1,0, , ,0,1,0,1,1,0,At-Risk
CA1200817,KNEELAND SCHOOL,0,0,0,0, ,0,1,1,1,1,0, ,0,0,1,0,0,0,0,At-Risk
CA1206002,PALOMINO ESTATES WATER COMPANY,0,0,0,0,0,0,1,1,1,0.25,0,1,0,0,1,0,0,0,1,At-Risk
CA1206004,PALMER CREEK CSD,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1210002,"BLUE LAKE, CITY OF",0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1210007,DEL ORO WATER CO-FERNDALE,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,Not At-Risk
CA1210008,GARBERVILLE SANITARY DISTRICT,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Not At-Risk
CA1210010,SCOTIA CSD,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,At-Risk
CA1210011,REDWAY C.S.D.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Not At-Risk
CA1210012,"RIO DELL, CITY OF",0,0,0,0,0,0,0,1,0,0,0,0.75,0,1,0,0,0,0,1,Not At-Risk
CA1210015,WILLOW CREEK C.S.D.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1210017,MANILA COMMUNITY SERVICES DIST.,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1210018,"TRINIDAD, CITY OF",0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,At-Risk
CA1210019,HYDESVILLE CO. W.D.,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,1,0,0,0,0,Not At-Risk
CA1210020,FIELDBROOK GLENDALE C.S.D.,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,Not At-Risk
CA1210021,JACOBY CREEK CSD,0,0,0,0,0,0,1,0,0.5, ,0,0,0,0,1,0,0,1,0,Potentially At-Risk
CA1210022,RESORT IMPROVEMENT DISTRICT #1,0,0.25,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,Not At-Risk
CA1210023,LOLETA C.S.D.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Not At-Risk
CA1210024,WESTHAVEN C.S.D.,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0,1,0,0,1,1,Potentially At-Risk
CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,0,0,0,0,0,0,1,1,1,0,0, ,0,0,1,0,0,0,1,At-Risk
CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,0,0,0,0,0,0,1,1,1,0.25,0, , ,0,1,0,0,0,1,At-Risk
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,0,1,0,0,0.25,1,0,1,0,0,0,1,0,0,1,0,1,0,0,At-Risk
CA1300018,GATEWAY,0,0.25,0,0.5,0,0,1,1,1,0,0,0, ,0,1,0,0,0,1,HR2W
CA1300513,OCOTILLO MUTUAL WATER CO,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA1300514,COYOTE VALLEY MUTUAL WATER CO,0,0,0,0,0,0,0,1,0,0,0, ,0,0,1,0,0,0,0,Not At-Risk
CA1300546,GOLD ROCK RANCH,0,0,0,0.5,0,0,0,1,0,0,0,0, ,0,1,0,1,0,0,HR2W
CA1300550,COUNTRY LIFE MH & RV PARK,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Potentially At-Risk
CA1300553,MAGNOLIA UNION SCHOOL,0,0.25,0,0, ,0,1,1,1,0,0, ,0,0,1,0,0,0,1,At-Risk
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,0,0,0,0, ,0,1,1,1,0,0, ,0,0,1,0,0,0,1,At-Risk
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,0,0.5,0,0.5,0,1,1,1,1,0.25,0,0, ,0,1,0,1,0,0,HR2W
CA1300556,MULBERRY UNION SCHOOL,0,0.25,0,0, ,1,1,0,0.5,0,0, ,0,0,1,0,0,0,1,At-Risk
